,,,,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2324,Newcastle Utd,Nick Pope,ENG,GK,31,1992,14.9,434,366,428,5,1,1,434,0,0,,0,,217,1147,633,0,0,0,0,0,172,0
ENG-Premier League,2324,Newcastle Utd,Paul Dummett,WAL,DF,31,1991,0.2,26,3,7,16,3,1,26,0,0,,0,,12,54,33,1,0,0,0,0,20,0
ENG-Premier League,2324,Newcastle Utd,Sandro Tonali,ITA,MF,23,2000,4.9,307,5,60,179,70,8,307,6,3,50.0,2,33.3,191,965,409,11,4,1,4,2,257,21
ENG-Premier League,2324,Newcastle Utd,Sean Longstaff,ENG,MF,25,1997,30.5,1533,50,338,780,422,90,1533,23,11,47.8,11,47.8,801,3331,1394,24,24,7,34,35,1076,116
ENG-Premier League,2324,Newcastle Utd,Sven Botman,NED,DF,23,2000,15.3,1154,186,676,450,29,20,1154,2,0,0.0,2,100.0,672,2866,1403,0,4,0,5,2,822,5
ENG-Premier League,2324,Newcastle Utd,Valentino Livramento,ENG,DF,20,2002,14.6,957,63,309,428,232,27,957,30,17,56.7,8,26.7,521,2952,1463,44,17,8,17,18,583,76
ENG-Premier League,2324,Nott'ham Forest,Andrew Omobamidele,IRL,DF,21,2002,8.7,399,76,222,164,14,5,399,0,0,,0,,217,1082,429,1,0,0,3,0,246,0
ENG-Premier League,2324,Nott'ham Forest,Andrey Santos,BRA,MF,19,2004,0.1,10,1,3,3,4,0,10,1,0,0.0,1,100.0,2,15,13,0,0,0,0,0,4,0
ENG-Premier League,2324,Nott'ham Forest,Anthony Elanga,SWE,"FW,MF",21,2002,27.0,1022,25,181,348,507,122,1022,76,28,36.8,42,55.3,625,4704,2514,98,54,42,67,22,740,196
ENG-Premier League,2324,Nott'ham Forest,Brandon Aguilera,CRC,FW,20,2003,0.1,11,1,3,4,4,0,11,0,0,,0,,4,16,12,0,1,0,0,0,6,1
ENG-Premier League,2324,Nott'ham Forest,Brennan Johnson,WAL,"FW,MF",22,2001,2.6,85,2,15,38,34,9,85,7,2,28.6,3,42.9,50,372,205,8,4,3,4,2,52,14
ENG-Premier League,2324,Nott'ham Forest,Callum Hudson-Odoi,ENG,"FW,MF",22,2000,20.6,932,19,129,298,524,77,932,80,43,53.8,27,33.8,648,5053,3054,111,57,39,34,33,704,173
ENG-Premier League,2324,Nott'ham Forest,Cheikhou Kouyaté,SEN,MF,33,1989,2.4,108,10,30,49,29,5,108,2,1,50.0,1,50.0,37,112,46,0,1,0,3,3,48,5
ENG-Premier League,2324,Nott'ham Forest,Chris Wood,NZL,FW,31,1991,20.1,628,34,80,311,237,92,628,17,6,35.3,9,52.9,296,959,477,16,10,7,50,21,468,76
ENG-Premier League,2324,Nott'ham Forest,Danilo,BRA,MF,22,2001,19.9,977,79,281,521,191,16,977,26,17,65.4,9,34.6,514,2532,1167,22,20,3,24,13,591,28
ENG-Premier League,2324,Nott'ham Forest,Divock Origi,BEL,FW,28,1995,6.7,225,3,23,103,105,26,225,24,9,37.5,12,50.0,144,914,409,19,9,9,16,10,172,41
ENG-Premier League,2324,Nott'ham Forest,Felipe,BRA,DF,34,1989,4.2,257,22,133,116,9,4,257,2,1,50.0,1,50.0,147,692,361,1,1,0,3,1,156,0
ENG-Premier League,2324,Nott'ham Forest,Gio Reyna,USA,"FW,MF",20,2002,2.6,173,2,18,71,84,12,173,7,3,42.9,4,57.1,83,327,101,3,2,2,8,4,121,14
ENG-Premier League,2324,Nott'ham Forest,Gonzalo Montiel,ARG,DF,26,1997,8.9,474,47,175,186,117,13,474,1,1,100.0,0,0.0,209,920,566,9,10,0,7,3,239,32
ENG-Premier League,2324,Nott'ham Forest,Harry Toffolo,ENG,DF,27,1995,16.2,745,70,283,296,172,12,745,3,1,33.3,2,66.7,272,966,475,10,7,1,7,5,343,34
ENG-Premier League,2324,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,25,1997,11.5,554,36,176,289,92,12,554,12,6,50.0,6,50.0,279,1219,532,5,4,0,10,8,327,7
ENG-Premier League,2324,Nott'ham Forest,Joe Worrall,ENG,DF,26,1997,4.9,216,55,138,72,8,7,216,0,0,,0,,105,410,111,0,0,0,0,0,124,1
ENG-Premier League,2324,Nott'ham Forest,Matt Turner,USA,GK,29,1994,17.0,616,489,611,6,0,0,616,0,0,,0,,319,1984,1372,0,0,0,1,0,230,0
ENG-Premier League,2324,Nott'ham Forest,Matz Sels,BEL,GK,31,1992,16.0,409,334,404,5,0,0,409,0,0,,0,,213,1147,659,0,0,0,0,0,178,0
ENG-Premier League,2324,Nott'ham Forest,Morgan Gibbs-White,ENG,"MF,FW",23,2000,35.1,1879,28,217,896,801,103,1878,116,44,37.9,55,47.4,1034,5615,2866,79,61,15,78,44,1235,181
ENG-Premier League,2324,Nott'ham Forest,Moussa Niakhate,SEN,DF,27,1996,16.2,927,121,465,368,104,7,927,3,3,100.0,0,0.0,502,2511,1183,13,12,1,4,3,536,6
ENG-Premier League,2324,Nott'ham Forest,Murillo,BRA,DF,21,2002,31.0,1848,357,1043,731,94,30,1848,35,20,57.1,15,42.9,985,5485,3398,22,15,3,20,15,1090,7
ENG-Premier League,2324,Nott'ham Forest,Neco Williams,WAL,DF,22,2001,18.2,1080,71,378,422,298,30,1080,44,19,43.2,18,40.9,496,3101,1631,48,24,6,38,27,526,86
ENG-Premier League,2324,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",25,1998,16.6,1049,39,266,542,248,33,1049,17,7,41.2,8,47.1,492,2030,1106,14,13,2,21,7,628,43
ENG-Premier League,2324,Nott'ham Forest,Nuno Tavares,POR,DF,23,2000,5.1,343,20,118,123,109,6,343,9,6,66.7,3,33.3,166,940,564,14,12,2,10,4,186,12
ENG-Premier League,2324,Nott'ham Forest,Odysseas Vlachodimos,GRE,GK,29,1994,5.0,181,140,179,2,0,0,181,0,0,,0,,94,476,265,0,0,0,0,0,89,0
ENG-Premier League,2324,Nott'ham Forest,Ola Aina,NGA,DF,26,1996,18.8,1020,62,340,464,227,13,1020,45,27,60.0,14,31.1,494,3136,1828,52,28,11,24,10,539,37
ENG-Premier League,2324,Nott'ham Forest,Orel Mangala,BEL,MF,25,1998,17.4,819,46,245,471,116,9,819,30,13,43.3,13,43.3,429,2097,961,13,11,1,17,18,529,14
ENG-Premier League,2324,Nott'ham Forest,Rodrigo Ribeiro,POR,"MF,FW",18,2005,0.2,12,0,1,4,7,2,12,1,0,0.0,1,100.0,7,59,43,2,1,0,0,1,8,1
ENG-Premier League,2324,Nott'ham Forest,Ryan Yates,ENG,MF,25,1997,22.1,1126,60,343,558,234,45,1126,9,4,44.4,4,44.4,455,2010,941,18,14,0,24,10,559,37
ENG-Premier League,2324,Nott'ham Forest,Scott McKenna,SCO,DF,26,1996,4.6,244,43,142,92,11,5,244,0,0,,0,,102,365,177,1,0,0,3,0,107,0
ENG-Premier League,2324,Nott'ham Forest,Serge Aurier,CIV,"DF,MF",30,1992,9.3,568,39,165,280,127,13,568,14,3,21.4,11,78.6,249,1039,532,10,15,1,9,8,347,29
ENG-Premier League,2324,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,25,1997,11.6,294,14,30,153,118,43,294,16,8,50.0,7,43.8,168,748,320,8,6,6,38,11,209,45
ENG-Premier League,2324,Nott'ham Forest,Willy Boly,CIV,DF,32,1991,16.0,895,148,502,334,61,34,895,7,3,42.9,2,28.6,380,1713,864,4,2,1,4,3,447,3
ENG-Premier League,2324,Sheffield Utd,Andre Brooks,ENG,"MF,DF",19,2003,10.4,394,16,75,209,117,16,394,25,13,52.0,11,44.0,207,1260,500,12,15,1,22,19,218,22
ENG-Premier League,2324,Sheffield Utd,Anel Ahmedhodžić,BIH,DF,24,1999,29.4,1336,229,736,507,104,33,1336,21,11,52.4,9,42.9,606,3527,1953,15,15,3,14,11,697,21
ENG-Premier League,2324,Sheffield Utd,Anis Ben Slimane,TUN,MF,22,2001,4.7,216,15,46,108,65,12,216,17,2,11.8,13,76.5,109,452,168,3,8,3,8,12,120,21
ENG-Premier League,2324,Sheffield Utd,Antwoine Hackford,ENG,FW,19,2004,0.1,4,0,0,2,2,0,4,1,0,0.0,1,100.0,3,11,2,0,1,0,1,0,3,0
ENG-Premier League,2324,Sheffield Utd,Auston Trusty,USA,DF,24,1998,28.6,1262,231,710,452,105,27,1262,12,6,50.0,5,41.7,510,2002,796,10,7,2,17,4,582,15
ENG-Premier League,2324,Sheffield Utd,Ben Brereton,CHI,"FW,MF",24,1999,12.3,388,14,44,168,185,51,387,28,10,35.7,17,60.7,234,1449,669,23,15,19,23,16,282,78
ENG-Premier League,2324,Sheffield Utd,Ben Osborn,ENG,"DF,MF",28,1994,15.2,735,37,210,315,216,9,735,14,7,50.0,7,50.0,374,1646,750,16,11,1,14,10,419,44
ENG-Premier League,2324,Sheffield Utd,Bénie Traoré,CIV,"FW,MF",20,2002,4.3,112,2,19,49,48,9,112,22,5,22.7,15,68.2,72,462,174,7,5,3,10,7,69,14
ENG-Premier League,2324,Sheffield Utd,Cameron Archer,ENG,"FW,MF",22,2001,20.4,563,13,63,205,307,69,563,61,30,49.2,29,47.5,346,2187,982,33,29,22,61,45,387,114
ENG-Premier League,2324,Sheffield Utd,Chris Basham,ENG,"DF,MF",35,1988,3.6,185,26,84,69,32,5,185,4,3,75.0,1,25.0,72,320,163,1,4,0,2,2,89,6
ENG-Premier League,2324,Sheffield Utd,Daniel Jebbison,CAN,FW,19,2003,0.2,9,0,0,5,4,2,9,0,0,,0,,5,6,1,0,0,0,1,0,4,1
ENG-Premier League,2324,Sheffield Utd,George Baldock,GRE,DF,30,1993,10.8,505,66,200,192,116,9,505,11,6,54.5,4,36.4,238,988,463,9,3,4,9,9,258,24
ENG-Premier League,2324,Sheffield Utd,Gustavo Hamer,NED,MF,26,1997,32.3,1403,63,286,648,485,44,1403,58,28,48.3,28,48.3,624,3316,1572,36,26,13,37,17,761,86
ENG-Premier League,2324,Sheffield Utd,Ivo Grbić,CRO,GK,27,1996,8.6,324,280,317,7,0,0,324,0,0,,0,,152,1049,772,0,0,0,0,0,92,0
ENG-Premier League,2324,Sheffield Utd,Jack Robinson,ENG,DF,29,1993,32.1,1567,235,793,606,177,31,1567,11,5,45.5,3,27.3,686,2956,1441,8,6,2,18,5,786,14
ENG-Premier League,2324,Sheffield Utd,James Mcatee,ENG,"MF,FW",20,2002,20.2,784,23,119,315,366,68,783,92,33,35.9,52,56.5,451,3244,1450,56,33,18,49,40,475,110
ENG-Premier League,2324,Sheffield Utd,Jayden Bogle,ENG,DF,23,2000,31.0,1376,145,531,537,330,55,1376,60,25,41.7,27,45.0,592,3521,1441,38,32,11,51,27,677,92
ENG-Premier League,2324,Sheffield Utd,John Egan,IRL,DF,30,1992,5.4,257,58,163,81,13,9,257,0,0,,0,,106,485,233,0,2,0,2,1,133,1
ENG-Premier League,2324,Sheffield Utd,John Fleck,SCO,"MF,DF",31,1991,1.0,49,3,10,29,11,1,49,1,0,0.0,0,0.0,19,81,39,2,1,0,2,0,27,0
ENG-Premier League,2324,Sheffield Utd,Luke Thomas,ENG,DF,22,2001,10.2,430,34,160,188,88,11,430,10,5,50.0,4,40.0,191,803,391,8,7,1,11,5,230,22
ENG-Premier League,2324,Sheffield Utd,Mason Holgate,JAM,DF,26,1996,7.9,296,53,143,119,35,3,296,2,1,50.0,1,50.0,95,356,159,0,2,1,4,1,105,0
ENG-Premier League,2324,Sheffield Utd,Max Lowe,ENG,"DF,MF",26,1997,5.6,203,23,78,64,63,6,203,5,2,40.0,3,60.0,66,271,105,5,2,1,6,0,88,11
ENG-Premier League,2324,Sheffield Utd,Oliver Arblaster,ENG,MF,19,2004,10.5,555,31,135,335,93,4,555,26,17,65.4,6,23.1,281,1521,661,14,12,3,13,8,317,4
ENG-Premier League,2324,Sheffield Utd,Oliver McBurnie,SCO,FW,27,1996,14.2,583,31,68,288,230,74,581,17,6,35.3,10,58.8,245,923,305,6,11,4,25,18,420,60
ENG-Premier League,2324,Sheffield Utd,Oliver Norwood,NIR,MF,32,1991,16.0,1068,65,327,575,170,6,1067,3,1,33.3,1,33.3,470,1695,666,3,5,0,9,4,630,10
ENG-Premier League,2324,Sheffield Utd,Rhian Brewster,ENG,"FW,MF",23,2000,3.8,113,2,9,47,57,16,113,5,0,0.0,4,80.0,62,201,75,1,4,3,8,8,81,21
ENG-Premier League,2324,Sheffield Utd,Rhys Norrington-Davies,WAL,DF,24,1999,1.2,77,4,26,38,14,1,77,1,1,100.0,0,0.0,46,266,119,3,1,0,2,2,47,6
ENG-Premier League,2324,Sheffield Utd,Ryan One,SCO,FW,17,2006,0.1,2,1,1,1,1,0,2,0,0,,0,,1,11,11,1,1,0,0,0,0,0
ENG-Premier League,2324,Sheffield Utd,Sam Curtis,IRL,DF,17,2005,0.3,14,0,8,4,2,0,14,0,0,,0,,1,1,0,0,0,0,0,1,9,1
ENG-Premier League,2324,Sheffield Utd,Sydie Peck,ENG,MF,18,2004,0.1,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,1,0
ENG-Premier League,2324,Sheffield Utd,Tom Davies,ENG,MF,25,1998,2.5,142,9,44,65,34,5,142,8,2,25.0,5,62.5,67,381,167,3,2,1,3,4,76,3
ENG-Premier League,2324,Sheffield Utd,Vinicius Souza,BRA,MF,24,1999,29.6,1381,125,489,706,200,35,1381,30,17,56.7,11,36.7,581,2697,988,8,6,5,33,25,712,21
ENG-Premier League,2324,Sheffield Utd,Wes Foderingham,ENG,GK,32,1991,29.4,1155,945,1137,20,0,0,1155,2,2,100.0,0,0.0,575,3493,2231,0,0,0,1,1,389,0
ENG-Premier League,2324,Sheffield Utd,William Osula,DEN,FW,19,2003,8.7,200,9,24,78,104,28,200,17,3,17.6,12,70.6,108,606,224,7,8,3,32,15,140,41
ENG-Premier League,2324,Sheffield Utd,Yasser Larouci,ALG,DF,22,2001,5.9,262,29,101,112,56,7,262,17,10,58.8,7,41.2,137,1225,741,18,13,4,1,5,134,12
ENG-Premier League,2324,Tottenham,Alejo Véliz,ARG,FW,19,2003,0.6,18,0,1,6,11,4,18,2,1,50.0,1,50.0,8,19,9,0,0,0,2,2,10,3
ENG-Premier League,2324,Tottenham,Ben Davies,WAL,DF,30,1993,12.1,972,97,406,473,96,23,972,10,4,40.0,6,60.0,593,3265,2044,13,13,1,2,3,685,20
ENG-Premier League,2324,Tottenham,Brennan Johnson,WAL,FW,22,2001,23.2,977,14,94,316,578,154,977,71,25,35.2,39,54.9,638,3938,2091,97,35,48,35,19,748,293
ENG-Premier League,2324,Tottenham,Bryan Gil,ESP,"FW,MF",22,2001,2.3,191,3,25,66,101,18,191,11,8,72.7,3,27.3,137,746,340,11,6,5,9,7,155,49
ENG-Premier League,2324,Tottenham,Cristian Romero,ARG,DF,25,1998,31.0,2923,357,1254,1494,198,33,2923,8,5,62.5,1,12.5,1957,9359,6026,32,42,0,12,4,2071,8
ENG-Premier League,2324,Tottenham,Dane Scarlett,ENG,FW,19,2004,0.2,11,0,0,5,6,2,11,3,0,0.0,2,66.7,10,32,2,0,0,1,5,0,11,4
ENG-Premier League,2324,Tottenham,Davinson Sánchez,COL,DF,27,1996,0.9,83,8,24,45,14,1,83,0,0,,0,,68,238,80,0,2,0,1,0,66,0
ENG-Premier League,2324,Tottenham,Dejan Kulusevski,SWE,"FW,MF",23,2000,30.7,1623,12,167,503,984,226,1623,129,54,41.9,66,51.2,1169,7680,3856,151,61,82,86,65,1229,388
ENG-Premier League,2324,Tottenham,Destiny Udogie,ITA,DF,20,2002,26.6,1775,96,487,815,506,71,1775,58,24,41.4,26,44.8,974,6108,3320,83,65,19,49,26,1028,138
ENG-Premier League,2324,Tottenham,Emerson,BRA,DF,24,1999,12.9,1220,103,462,517,249,12,1220,21,10,47.6,6,28.6,686,2759,1292,21,19,2,15,12,814,35
ENG-Premier League,2324,Tottenham,Eric Dier,ENG,DF,29,1994,2.2,164,38,106,57,2,2,164,0,0,,0,,97,291,119,0,0,0,1,0,112,0
ENG-Premier League,2324,Tottenham,Giovani Lo Celso,ARG,MF,27,1996,5.6,570,13,85,292,201,19,570,14,8,57.1,3,21.4,361,1891,946,25,20,0,12,7,456,29
ENG-Premier League,2324,Tottenham,Guglielmo Vicario,ITA,GK,26,1996,38.0,1680,1252,1664,17,0,0,1680,0,0,,0,,1029,4528,2573,0,0,0,0,0,986,0
ENG-Premier League,2324,Tottenham,Ivan Perišić,CRO,FW,34,1989,1.1,93,3,24,20,49,10,93,7,4,57.1,3,42.9,65,398,277,15,5,6,2,0,74,17
ENG-Premier League,2324,Tottenham,James Maddison,ENG,MF,26,1996,23.7,1748,24,136,774,852,112,1748,81,32,39.5,34,42.0,1251,6395,2589,58,60,31,35,34,1430,156
ENG-Premier League,2324,Tottenham,Jamie Donley,NIR,FW,18,2005,0.0,7,2,4,2,1,0,7,1,0,0.0,1,100.0,2,9,8,0,0,0,0,1,1,0
ENG-Premier League,2324,Tottenham,Manor Solomon,ISR,FW,24,1999,2.2,125,1,14,29,83,20,125,17,10,58.8,7,41.2,92,695,404,17,8,9,5,2,92,44
ENG-Premier League,2324,Tottenham,Micky van de Ven,NED,DF,22,2001,26.0,2023,244,966,976,102,15,2023,27,15,55.6,9,33.3,1422,6561,3058,19,16,2,15,12,1499,9
ENG-Premier League,2324,Tottenham,Mikey Moore,ENG,MF,15,2007,0.0,8,1,1,3,4,0,8,1,0,0.0,1,100.0,4,44,41,2,1,0,1,0,5,2
ENG-Premier League,2324,Tottenham,Oliver Skipp,ENG,"MF,DF",22,2000,7.9,448,14,90,257,102,13,448,3,2,66.7,1,33.3,226,831,399,8,4,1,9,6,319,25
ENG-Premier League,2324,Tottenham,Pape Matar Sarr,SEN,MF,20,2002,23.0,1582,64,283,830,486,44,1582,38,19,50.0,17,44.7,1041,5912,2263,43,58,3,37,15,1197,90
ENG-Premier League,2324,Tottenham,Pedro Porro,ESP,DF,23,1999,34.3,2786,161,783,1098,929,69,2786,57,26,45.6,24,42.1,1369,5484,2925,57,46,10,37,15,1670,158
ENG-Premier League,2324,Tottenham,Pierre Højbjerg,DEN,MF,27,1995,14.6,1584,63,377,913,309,16,1584,23,12,52.2,10,43.5,1013,4239,1820,17,25,2,20,9,1231,29
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,21,2002,4.8,411,44,217,189,7,2,411,3,1,33.3,1,33.3,284,1550,738,5,2,1,1,1,312,1
ENG-Premier League,2324,Tottenham,Richarlison,BRA,FW,26,1997,16.6,652,33,88,248,322,121,652,37,10,27.0,23,62.2,394,1656,712,26,11,17,53,40,459,106
ENG-Premier League,2324,Tottenham,Rodrigo Bentancur,URU,MF,26,1997,11.2,932,36,174,513,250,29,932,21,11,52.4,8,38.1,575,2778,1154,16,22,2,16,19,732,31
ENG-Premier League,2324,Tottenham,Son Heung-min,KOR,FW,31,1992,32.6,1354,8,87,458,823,212,1352,92,39,42.4,47,51.1,927,5688,2989,119,44,64,55,41,1100,325
ENG-Premier League,2324,Tottenham,Timo Werner,GER,FW,27,1996,9.0,450,3,32,118,302,69,450,30,12,40.0,12,40.0,328,2598,1517,79,27,36,11,5,351,124
ENG-Premier League,2324,Tottenham,Yves Bissouma,MLI,MF,26,1996,23.0,2119,97,469,1226,443,19,2119,47,27,57.4,12,25.5,1367,7132,3006,43,42,7,33,30,1641,13
ENG-Premier League,2324,West Ham,Aaron Cresswell,ENG,"DF,FW",33,1989,4.8,326,18,125,141,61,1,326,1,0,0.0,1,100.0,169,522,220,4,5,0,0,2,210,6
ENG-Premier League,2324,West Ham,Alphonse Areola,FRA,GK,30,1993,30.0,976,835,969,7,0,0,976,1,1,100.0,0,0.0,498,3168,1945,0,1,0,0,0,345,0
ENG-Premier League,2324,West Ham,Angelo Ogbonna,ITA,DF,35,1988,7.1,272,61,184,82,6,4,272,1,1,100.0,0,0.0,137,728,263,2,0,1,0,0,152,0
ENG-Premier League,2324,West Ham,Ben Johnson,ENG,"DF,FW",23,2000,6.0,417,21,139,169,119,4,417,25,11,44.0,12,48.0,232,1479,633,17,11,1,6,10,243,33
ENG-Premier League,2324,West Ham,Danny Ings,ENG,FW,31,1992,4.5,165,8,20,68,79,24,165,13,6,46.2,6,46.2,94,381,129,7,2,3,9,4,107,29
ENG-Premier League,2324,West Ham,Divin Mubama,ENG,FW,18,2004,0.9,32,0,3,20,9,1,32,0,0,,0,,18,41,12,0,1,0,6,0,24,5
ENG-Premier League,2324,West Ham,Edson Álvarez,MEX,MF,25,1997,26.4,1599,150,565,854,201,16,1599,42,27,64.3,14,33.3,890,5147,2227,20,27,1,38,30,948,26
ENG-Premier League,2324,West Ham,Emerson Palmieri,ITA,DF,28,1994,34.9,2168,168,679,988,521,39,2168,64,24,37.5,32,50.0,1057,5492,2790,59,47,9,36,17,1242,124
ENG-Premier League,2324,West Ham,George Earthy,ENG,FW,18,2004,0.4,18,0,3,7,8,1,18,0,0,,0,,13,48,13,0,1,0,0,0,15,3
ENG-Premier League,2324,West Ham,James Ward-Prowse,ENG,MF,28,1994,33.3,1923,76,375,1001,558,32,1920,21,11,52.4,7,33.3,911,3951,1606,18,26,6,15,11,1155,63
ENG-Premier League,2324,West Ham,Jarrod Bowen,ENG,FW,26,1996,33.5,1094,20,135,410,571,174,1094,97,34,35.1,55,56.7,666,4859,2141,90,40,49,79,58,745,186
ENG-Premier League,2324,West Ham,Kaelan Casey,ENG,DF,18,2004,0.0,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,West Ham,Kalvin Phillips,ENG,MF,27,1995,3.4,215,7,43,153,21,1,215,5,1,20.0,4,80.0,110,585,240,3,1,0,4,3,136,4
ENG-Premier League,2324,West Ham,Konstantinos Mavropanos,GRE,DF,25,1997,16.7,821,117,421,372,34,19,821,6,2,33.3,2,33.3,393,2338,1349,10,1,1,7,0,419,2
ENG-Premier League,2324,West Ham,Kurt Zouma,FRA,DF,28,1994,31.5,1455,275,798,626,34,28,1455,3,2,66.7,1,33.3,794,3751,2019,7,5,1,13,3,873,1
ENG-Premier League,2324,West Ham,Lucas Paquetá,BRA,"FW,MF",25,1997,29.1,1845,42,319,1018,533,63,1843,77,41,53.2,29,37.7,1103,4489,1771,34,40,12,72,81,1350,116
ENG-Premier League,2324,West Ham,Maxwel Cornet,CIV,"MF,FW",26,1996,1.2,68,1,12,22,35,8,68,2,0,0.0,1,50.0,34,280,84,3,2,2,1,3,41,8
ENG-Premier League,2324,West Ham,Michail Antonio,JAM,FW,33,1990,18.8,527,7,49,226,259,59,527,62,29,46.8,26,41.9,345,2320,1084,48,17,19,69,39,398,104
ENG-Premier League,2324,West Ham,Mohammed Kudus,GHA,"FW,MF",22,2000,27.6,1311,20,193,582,590,102,1311,221,124,56.1,77,34.8,904,6874,3225,117,62,40,80,93,936,216
ENG-Premier League,2324,West Ham,Nayef Aguerd,MAR,DF,27,1996,20.6,1373,187,709,618,50,21,1373,5,3,60.0,2,40.0,861,4211,2388,10,8,0,10,2,912,3
ENG-Premier League,2324,West Ham,Pablo Fornals,ESP,"MF,FW",27,1996,4.7,277,7,53,128,98,20,277,12,6,50.0,5,41.7,156,645,256,4,7,2,8,8,176,27
ENG-Premier League,2324,West Ham,Saïd Benrahma,ALG,"FW,MF",27,1995,6.9,355,11,65,128,168,35,354,38,14,36.8,21,55.3,238,1687,790,28,17,15,14,8,245,70
ENG-Premier League,2324,West Ham,Thilo Kehrer,GER,"DF,MF",26,1996,0.2,12,2,2,8,2,0,12,0,0,,0,,3,15,5,0,0,0,0,0,6,1
ENG-Premier League,2324,West Ham,Tomáš Souček,CZE,MF,28,1995,31.9,1340,186,456,653,234,72,1340,11,4,36.4,7,63.6,533,1869,596,7,13,2,20,12,677,39
ENG-Premier League,2324,West Ham,Vladimír Coufal,CZE,DF,30,1992,34.8,2025,163,728,814,501,26,2025,38,12,31.6,19,50.0,885,4956,2431,68,35,4,28,13,1010,126
ENG-Premier League,2324,West Ham,Łukasz Fabiański,POL,GK,38,1985,8.0,260,222,255,5,0,0,260,0,0,,0,,140,822,585,0,0,0,0,0,94,0
ENG-Premier League,2324,Wolves,Boubacar Traoré,MLI,MF,21,2001,9.1,556,17,128,346,89,3,556,15,10,66.7,4,26.7,283,1417,567,9,14,1,13,17,363,15
ENG-Premier League,2324,Wolves,Craig Dawson,ENG,DF,33,1990,24.5,1529,292,889,592,54,34,1529,3,3,100.0,0,0.0,896,4227,1932,1,7,0,5,2,997,4
ENG-Premier League,2324,Wolves,Daniel Bentley,ENG,GK,30,1993,4.3,151,120,149,2,0,0,151,0,0,,0,,66,318,181,0,0,0,0,0,76,0
ENG-Premier League,2324,Wolves,Enso Gonzalez,PAR,"MF,DF",18,2005,0.0,7,0,0,4,3,0,7,0,0,,0,,4,35,3,0,1,0,1,0,7,2
ENG-Premier League,2324,Wolves,Fábio Silva,POR,FW,21,2002,2.9,118,4,24,55,44,12,118,8,2,25.0,5,62.5,66,437,186,5,5,1,12,4,69,13
ENG-Premier League,2324,Wolves,Hugo Bueno,ESP,"DF,MF",20,2002,8.2,517,33,180,208,130,9,517,23,8,34.8,11,47.8,266,1575,785,22,9,2,7,14,306,40
ENG-Premier League,2324,Wolves,Hwang Hee-chan,KOR,"FW,MF",27,1996,23.5,777,13,100,345,344,103,776,69,36,52.2,30,43.5,478,2586,999,37,21,24,55,31,564,120
ENG-Premier League,2324,Wolves,Jean-Ricner Bellegarde,HAI,"MF,FW",25,1998,10.6,478,25,86,201,199,30,478,39,17,43.6,17,43.6,268,1850,880,30,28,5,25,19,302,49
ENG-Premier League,2324,Wolves,Jonny Castro,ESP,MF,29,1994,0.1,2,1,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,Wolves,José Sá,POR,GK,30,1993,33.7,1198,1049,1189,8,1,0,1198,3,3,100.0,0,0.0,677,4662,3131,0,1,1,1,1,481,0
ENG-Premier League,2324,Wolves,João Gomes,BRA,MF,22,2001,29.4,1626,66,433,859,352,35,1626,55,26,47.3,23,41.8,805,3929,1772,28,22,6,42,44,1011,44
ENG-Premier League,2324,Wolves,Leon Chiwome,ENG,FW,17,2006,1.9,39,3,5,25,10,4,39,0,0,,0,,16,86,50,1,0,1,3,2,18,7
ENG-Premier League,2324,Wolves,Mario Lemina,GAB,MF,29,1993,33.0,1817,130,557,980,308,51,1817,46,25,54.3,19,41.3,932,4902,2281,32,31,3,33,22,1203,49
ENG-Premier League,2324,Wolves,Matheus Cunha,BRA,"FW,MF",24,1999,27.1,1220,30,169,611,474,121,1219,140,64,45.7,61,43.6,718,5683,3203,107,79,38,80,53,885,139
ENG-Premier League,2324,Wolves,Matheus Nunes,POR,MF,24,1998,2.0,131,4,30,66,40,6,131,17,11,64.7,4,23.5,93,634,336,7,6,3,3,4,95,9
ENG-Premier League,2324,Wolves,Matt Doherty,IRL,"DF,MF",31,1992,12.8,811,60,274,336,205,31,811,14,6,42.9,7,50.0,325,1293,597,12,8,3,17,6,481,64
ENG-Premier League,2324,Wolves,Max Kilman,ENG,DF,26,1997,38.0,2706,451,1478,1110,133,30,2706,16,10,62.5,3,18.8,1582,7276,4107,22,17,1,8,10,1877,5
