,,,,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
league,season,team,player,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2324,West Ham,Lucas Paquetá,BRA,"FW,MF",25,1997,29.1,1465,1397,60,20,30,17,35,11,0,0,0,0,1082,8,53
ENG-Premier League,2324,West Ham,Maxwel Cornet,CIV,"MF,FW",26,1996,1.2,49,48,1,0,0,0,1,0,0,0,0,0,36,0,2
ENG-Premier League,2324,West Ham,Michail Antonio,JAM,FW,33,1990,18.8,308,288,18,1,3,4,27,11,0,0,0,0,180,2,22
ENG-Premier League,2324,West Ham,Mohammed Kudus,GHA,"FW,MF",22,2000,27.6,875,855,16,8,3,6,94,4,2,1,0,0,677,4,43
ENG-Premier League,2324,West Ham,Nayef Aguerd,MAR,DF,27,1996,20.6,1177,1100,75,55,1,29,5,6,0,0,0,0,943,2,5
ENG-Premier League,2324,West Ham,Pablo Fornals,ESP,"MF,FW",27,1996,4.7,210,204,6,2,0,2,8,2,0,0,0,0,162,0,6
ENG-Premier League,2324,West Ham,Saïd Benrahma,ALG,"FW,MF",27,1995,6.9,257,253,2,2,5,0,17,0,0,0,0,0,193,2,9
ENG-Premier League,2324,West Ham,Thilo Kehrer,GER,"DF,MF",26,1996,0.2,9,7,2,0,0,0,0,2,0,0,0,0,9,0,0
ENG-Premier League,2324,West Ham,Tomáš Souček,CZE,MF,28,1995,31.9,962,949,7,2,2,9,6,3,0,0,0,0,722,6,27
ENG-Premier League,2324,West Ham,Vladimír Coufal,CZE,DF,30,1992,34.8,1665,1317,337,17,2,4,106,319,1,0,0,0,1154,11,56
ENG-Premier League,2324,West Ham,Łukasz Fabiański,POL,GK,38,1985,8.0,239,161,77,21,0,3,0,0,0,0,0,0,160,1,1
ENG-Premier League,2324,Wolves,Boubacar Traoré,MLI,MF,21,2001,9.1,455,444,10,4,0,2,6,5,0,0,0,0,383,1,7
ENG-Premier League,2324,Wolves,Craig Dawson,ENG,DF,33,1990,24.5,1277,1236,38,29,2,22,1,1,0,0,0,0,1104,3,9
ENG-Premier League,2324,Wolves,Daniel Bentley,ENG,GK,30,1993,4.3,144,98,46,13,0,0,0,0,0,0,0,0,96,0,0
ENG-Premier League,2324,Wolves,Enso Gonzalez,PAR,"MF,DF",18,2005,0.0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
ENG-Premier League,2324,Wolves,Fábio Silva,POR,FW,21,2002,2.9,76,72,4,1,1,0,0,1,0,0,0,0,61,0,0
ENG-Premier League,2324,Wolves,Hugo Bueno,ESP,"DF,MF",20,2002,8.2,406,358,46,1,0,1,29,45,0,0,0,0,318,2,18
ENG-Premier League,2324,Wolves,Hwang Hee-chan,KOR,"FW,MF",27,1996,23.5,551,508,43,1,3,3,11,10,4,0,0,0,424,0,23
ENG-Premier League,2324,Wolves,Jean-Ricner Bellegarde,HAI,"MF,FW",25,1998,10.6,314,297,15,4,1,0,30,1,6,3,3,0,241,2,11
ENG-Premier League,2324,Wolves,Jonny Castro,ESP,MF,29,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,Wolves,José Sá,POR,GK,30,1993,33.7,1097,771,323,70,0,1,0,0,0,0,0,0,720,3,1
ENG-Premier League,2324,Wolves,João Gomes,BRA,MF,22,2001,29.4,1279,1209,62,35,7,5,25,9,14,4,4,3,1051,8,32
ENG-Premier League,2324,Wolves,Leon Chiwome,ENG,FW,17,2006,1.9,22,18,4,0,0,0,0,0,0,0,0,0,19,0,1
ENG-Premier League,2324,Wolves,Mario Lemina,GAB,MF,29,1993,33.0,1470,1432,31,21,8,12,15,9,0,0,0,0,1261,7,9
ENG-Premier League,2324,Wolves,Matheus Cunha,BRA,"FW,MF",24,1999,27.1,831,769,56,8,8,7,24,15,3,1,0,0,658,6,19
ENG-Premier League,2324,Wolves,Matheus Nunes,POR,MF,24,1998,2.0,106,97,8,4,0,0,3,2,1,1,0,0,87,1,2
ENG-Premier League,2324,Wolves,Matt Doherty,IRL,"DF,MF",31,1992,12.8,653,566,87,11,0,5,13,76,0,0,0,0,515,0,18
ENG-Premier League,2324,Wolves,Max Kilman,ENG,DF,26,1997,38.0,2309,2245,55,38,2,20,6,8,0,0,0,0,1979,9,13
ENG-Premier League,2324,Wolves,Nathan Fraser,IRL,FW,18,2005,2.1,42,39,3,0,0,0,0,0,0,0,0,0,33,0,3
ENG-Premier League,2324,Wolves,Nélson Semedo,POR,"DF,MF",29,1993,34.3,1849,1571,273,25,2,9,80,248,0,0,0,0,1474,5,42
ENG-Premier League,2324,Wolves,Pablo Sarabia,ESP,"MF,FW",31,1992,19.4,976,837,130,34,9,7,131,7,71,37,19,10,684,9,44
ENG-Premier League,2324,Wolves,Pedro Neto,POR,"FW,MF",23,2000,16.8,722,645,73,23,1,5,115,14,34,16,10,2,538,4,17
ENG-Premier League,2324,Wolves,Rayan Aït-Nouri,ALG,"DF,MF",22,2001,25.9,1190,1047,138,24,2,5,41,106,8,5,2,0,1005,5,24
ENG-Premier League,2324,Wolves,Santiago Bueno,URU,DF,24,1998,9.1,480,468,12,7,0,1,2,2,0,0,0,0,426,0,5
ENG-Premier League,2324,Wolves,Sasa Kalajdzic,AUT,FW,26,1997,1.8,60,59,1,0,0,0,1,0,0,0,0,0,38,0,0
ENG-Premier League,2324,Wolves,Tawanda Chirewa,ZIM,"MF,FW",19,2003,1.6,58,54,3,1,0,0,4,0,0,0,0,0,46,1,2
ENG-Premier League,2324,Wolves,Tommy Doyle,ENG,MF,21,2001,13.6,955,878,69,44,2,15,28,8,15,8,3,0,801,8,11
ENG-Premier League,2324,Wolves,Toti Gomes,POR,DF,24,1999,30.8,1847,1685,158,41,1,5,13,117,0,0,0,0,1516,4,22
ENG-Premier League,2425,Arsenal,Ben White,ENG,DF,26,1997,13.3,692,583,107,20,1,7,17,83,0,0,0,0,580,2,7
ENG-Premier League,2425,Arsenal,Bukayo Saka,ENG,"FW,MF",22,2001,19.2,731,644,83,7,4,2,117,12,64,56,0,2,552,4,21
ENG-Premier League,2425,Arsenal,David Raya,ESP,GK,28,1995,38.0,1413,1172,238,91,0,3,0,0,0,0,0,0,1040,3,0
ENG-Premier League,2425,Arsenal,Declan Rice,ENG,MF,25,1999,31.4,1650,1436,208,71,5,17,164,4,108,94,3,0,1376,6,15
ENG-Premier League,2425,Arsenal,Ethan Nwaneri,ENG,"FW,MF",17,2007,9.9,425,386,36,3,3,1,54,4,27,18,0,0,342,3,14
ENG-Premier League,2425,Arsenal,Gabriel Jesus,BRA,FW,27,1997,6.8,203,197,3,0,1,0,7,3,0,0,0,0,156,3,12
ENG-Premier League,2425,Arsenal,Gabriel Magalhães,BRA,DF,26,1997,26.3,1641,1560,80,51,1,8,9,3,0,0,0,0,1480,1,8
ENG-Premier League,2425,Arsenal,Gabriel Martinelli,BRA,"FW,MF",23,2001,25.4,699,679,15,0,5,2,92,12,3,3,0,0,499,5,37
ENG-Premier League,2425,Arsenal,Jakub Kiwior,POL,DF,24,2000,12.5,736,704,31,10,3,1,2,4,0,0,0,0,673,1,1
ENG-Premier League,2425,Arsenal,Jorginho,ITA,MF,32,1991,7.8,474,466,8,7,4,1,1,0,0,0,0,0,411,0,5
ENG-Premier League,2425,Arsenal,Jurriën Timber,NED,DF,23,2001,26.9,1395,1188,204,22,2,1,28,182,0,0,0,0,1194,3,25
ENG-Premier League,2425,Arsenal,Kai Havertz,GER,"FW,MF",25,1999,20.8,519,511,6,1,1,0,11,5,0,0,0,0,407,2,11
ENG-Premier League,2425,Arsenal,Kieran Tierney,SCO,"DF,FW",27,1997,2.9,173,155,18,4,1,0,14,14,0,0,0,0,145,0,2
ENG-Premier League,2425,Arsenal,Leandro Trossard,BEL,FW,29,1994,28.3,954,917,29,5,7,5,86,7,10,9,0,0,711,8,41
ENG-Premier League,2425,Arsenal,Martin Ødegaard,NOR,MF,25,1998,25.8,1499,1373,114,35,25,3,86,12,37,31,0,0,1237,12,27
ENG-Premier League,2425,Arsenal,Mikel Merino,ESP,"MF,FW",28,1996,17.6,577,567,5,4,5,1,13,1,0,0,0,0,451,5,12
ENG-Premier League,2425,Arsenal,Myles Lewis-Skelly,ENG,DF,17,2006,15.2,776,660,111,17,3,2,10,94,0,0,0,0,708,5,2
ENG-Premier League,2425,Arsenal,Nathan Butler-Oyedeji,ENG,FW,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Arsenal,Oleksandr Zinchenko,UKR,"DF,MF",27,1996,5.9,451,399,49,14,2,3,13,33,1,0,0,0,382,3,3
ENG-Premier League,2425,Arsenal,Raheem Sterling,ENG,"FW,MF",29,1994,5.5,201,197,2,0,0,1,16,1,1,0,0,0,158,2,7
ENG-Premier League,2425,Arsenal,Reiss Nelson,ENG,FW,24,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Arsenal,Riccardo Calafiori,ITA,DF,22,2002,10.9,549,483,65,7,0,2,11,58,0,0,0,0,470,1,11
ENG-Premier League,2425,Arsenal,Takehiro Tomiyasu,JPN,DF,25,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
ENG-Premier League,2425,Arsenal,Thomas Partey,GHA,"MF,DF",31,1993,31.1,1920,1819,95,27,6,4,12,62,0,0,0,0,1678,6,13
ENG-Premier League,2425,Arsenal,William Saliba,FRA,DF,23,2001,33.8,2559,2508,46,36,1,10,3,4,0,0,0,0,2413,5,4
ENG-Premier League,2425,Aston Villa,Amadou Onana,BEL,MF,22,2001,18.0,802,796,5,4,3,0,2,0,0,0,0,0,703,1,11
ENG-Premier League,2425,Aston Villa,Andrés García,ESP,"DF,MF",21,2003,3.5,201,176,25,0,0,0,18,25,0,0,0,0,174,0,5
ENG-Premier League,2425,Aston Villa,Axel Disasi,FRA,DF,26,1998,5.4,280,258,20,9,1,0,1,11,0,0,0,0,243,2,5
ENG-Premier League,2425,Aston Villa,Boubacar Kamara,FRA,MF,24,1999,19.2,931,904,27,25,5,0,1,0,0,0,0,0,825,0,8
ENG-Premier League,2425,Aston Villa,Diego Carlos,BRA,DF,31,1993,9.2,603,575,25,17,0,6,0,0,0,0,0,0,534,3,0
ENG-Premier League,2425,Aston Villa,Donyell Malen,NED,FW,25,1999,3.4,77,71,5,0,0,2,8,1,0,0,0,0,53,1,3
ENG-Premier League,2425,Aston Villa,Emi Buendía,ARG,"MF,FW",27,1996,1.1,60,59,1,1,1,0,0,0,0,0,0,0,49,0,0
ENG-Premier League,2425,Aston Villa,Emiliano Martínez,ARG,GK,31,1992,35.5,1387,1117,263,91,0,2,0,0,0,0,0,0,1091,7,0
ENG-Premier League,2425,Aston Villa,Ezri Konsa,ENG,DF,26,1997,32.6,1673,1538,134,84,6,0,5,34,0,0,0,0,1555,1,21
ENG-Premier League,2425,Aston Villa,Ian Maatsen,NED,DF,22,2002,12.7,747,646,101,16,1,2,51,80,5,2,0,0,609,0,25
ENG-Premier League,2425,Aston Villa,Jacob Ramsey,ENG,"FW,MF",23,2001,18.0,586,581,2,0,3,3,12,2,0,0,0,0,497,3,15
ENG-Premier League,2425,Aston Villa,Jaden Philogene Bidace,ENG,"FW,MF",22,2002,3.7,86,85,1,0,1,0,4,1,0,0,0,0,63,0,9
ENG-Premier League,2425,Aston Villa,John McGinn,SCO,"MF,FW",29,1994,24.7,854,792,61,27,9,2,60,4,22,11,5,0,699,1,17
ENG-Premier League,2425,Aston Villa,Jáder Durán,COL,FW,20,2003,7.1,163,155,7,0,2,0,3,0,0,0,0,0,115,1,4
ENG-Premier League,2425,Aston Villa,Kosta Nedeljković,SRB,DF,18,2005,1.4,53,41,12,1,0,0,1,11,0,0,0,0,47,0,0
ENG-Premier League,2425,Aston Villa,Lamare Bogarde,NED,"DF,MF",20,2004,5.3,272,239,31,14,0,0,0,17,0,0,0,0,240,2,1
ENG-Premier League,2425,Aston Villa,Leon Bailey,JAM,"FW,MF",26,1997,12.7,390,369,18,0,5,1,34,1,17,9,0,0,277,3,24
ENG-Premier League,2425,Aston Villa,Lucas Digne,FRA,DF,31,1993,26.1,1277,1017,258,44,2,4,140,155,57,37,10,0,956,2,41
ENG-Premier League,2425,Aston Villa,Marco Asensio,ESP,MF,28,1996,8.3,313,271,39,14,2,1,38,0,23,11,1,0,242,3,8
ENG-Premier League,2425,Aston Villa,Marcus Rashford,ENG,FW,26,1997,4.9,164,134,29,5,3,1,28,1,21,15,0,0,117,1,9
ENG-Premier League,2425,Aston Villa,Matty Cash,POL,DF,26,1997,23.0,945,781,162,23,0,1,40,139,0,0,0,0,732,2,21
ENG-Premier League,2425,Aston Villa,Morgan Rogers,ENG,"FW,MF",22,2002,34.6,907,853,47,2,22,6,27,9,0,0,0,0,664,7,45
ENG-Premier League,2425,Aston Villa,Ollie Watkins,ENG,FW,28,1995,28.9,424,415,6,0,1,1,7,0,0,0,0,0,307,3,17
ENG-Premier League,2425,Aston Villa,Pau Torres,ESP,DF,27,1997,22.4,1369,1248,117,67,4,12,3,3,0,0,0,0,1217,4,4
ENG-Premier League,2425,Aston Villa,Robin Olsen,SWE,GK,34,1990,2.5,101,65,36,10,0,0,0,0,0,0,0,0,65,0,0
ENG-Premier League,2425,Aston Villa,Ross Barkley,ENG,MF,30,1993,6.5,395,381,13,11,0,3,1,1,0,0,0,0,337,1,9
ENG-Premier League,2425,Aston Villa,Tyrone Mings,ENG,DF,31,1993,12.4,676,630,46,20,0,3,1,0,0,0,0,0,596,0,7
ENG-Premier League,2425,Aston Villa,Youri Tielemans,BEL,MF,27,1997,33.6,2061,1847,207,98,24,8,119,2,85,63,8,1,1694,7,37
ENG-Premier League,2425,Bournemouth,Adam Smith,ENG,DF,33,1991,17.7,679,550,128,9,1,2,33,119,0,0,0,0,514,1,15
ENG-Premier League,2425,Bournemouth,Alex Scott,ENG,MF,20,2003,8.4,342,317,23,10,2,4,7,1,5,3,0,0,286,2,6
ENG-Premier League,2425,Bournemouth,Antoine Semenyo,GHA,FW,24,2000,35.6,1119,1049,60,4,9,6,59,53,3,0,1,0,821,10,40
ENG-Premier League,2425,Bournemouth,Ben Winterburn,ENG,"MF,FW",19,2004,0.3,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
ENG-Premier League,2425,Bournemouth,Dango Ouattara,BFA,FW,22,2002,22.3,612,579,30,0,5,5,88,26,3,1,0,0,367,3,22
ENG-Premier League,2425,Bournemouth,Daniel Jebbison,CAN,FW,20,2003,1.3,42,42,0,0,0,0,3,0,0,0,0,0,33,0,1
ENG-Premier League,2425,Bournemouth,David Brooks,WAL,"FW,MF",27,1997,10.7,411,366,44,14,3,0,52,10,17,7,4,0,310,1,14
ENG-Premier League,2425,Bournemouth,Dean Huijsen,ESP,DF,19,2005,27.0,1625,1566,53,32,2,15,12,6,0,0,0,0,1355,6,12
ENG-Premier League,2425,Bournemouth,Enes Ünal,TUR,"FW,MF",27,1997,3.8,99,96,2,1,1,1,4,0,0,0,0,0,63,1,6
ENG-Premier League,2425,Bournemouth,Evanilson,BRA,FW,24,1999,25.8,342,337,4,1,4,4,0,0,0,0,0,0,244,1,11
ENG-Premier League,2425,Bournemouth,Illia Zabarnyi,UKR,DF,21,2002,34.5,1710,1677,31,27,6,7,6,1,0,0,0,0,1404,2,10
ENG-Premier League,2425,Bournemouth,James Hill,ENG,DF,22,2002,5.0,245,212,33,3,0,0,10,30,0,0,0,0,159,0,5
ENG-Premier League,2425,Bournemouth,Julian Araujo,MEX,DF,22,2001,5.5,225,198,27,2,0,0,9,25,0,0,0,0,178,0,2
ENG-Premier League,2425,Bournemouth,Julio Soler,ARG,"DF,FW",19,2005,0.1,14,14,0,0,0,0,1,0,0,0,0,0,11,0,1
ENG-Premier League,2425,Bournemouth,Justin Kluivert,NED,MF,25,1999,26.0,782,683,92,8,5,6,85,10,35,30,0,0,582,7,18
ENG-Premier League,2425,Bournemouth,Kepa Arrizabalaga,ESP,GK,29,1994,31.0,1027,728,295,103,0,0,0,0,0,0,0,0,752,4,2
ENG-Premier League,2425,Bournemouth,Lewis Cook,ENG,"MF,DF",27,1997,33.1,1585,1358,225,71,3,2,132,73,77,65,3,0,1224,2,26
ENG-Premier League,2425,Bournemouth,Luis Sinisterra,COL,"FW,MF",25,1999,2.6,93,92,0,0,0,1,7,0,0,0,0,0,73,1,4
ENG-Premier League,2425,Bournemouth,Marcos Senesi,ARG,DF,27,1997,12.3,735,699,31,23,0,2,11,6,0,0,0,0,561,5,1
ENG-Premier League,2425,Bournemouth,Marcus Tavernier,ENG,"FW,MF",25,1999,21.5,934,804,125,34,5,9,108,29,49,36,4,1,689,5,26
ENG-Premier League,2425,Bournemouth,Mark Travers,IRL,GK,25,1999,5.0,142,95,47,8,0,0,0,0,0,0,0,0,100,0,0
ENG-Premier League,2425,Bournemouth,Max Aarons,ENG,DF,24,2000,1.0,63,51,12,2,0,0,2,10,0,0,0,0,50,0,1
ENG-Premier League,2425,Bournemouth,Milos Kerkez,HUN,DF,20,2003,37.1,1776,1466,305,18,2,3,142,279,7,5,1,0,1346,5,55
ENG-Premier League,2425,Bournemouth,Neto,BRA,GK,35,1989,2.0,62,42,19,4,0,0,0,0,0,0,0,0,40,1,0
ENG-Premier League,2425,Bournemouth,Philip Billing,DEN,MF,28,1996,2.0,102,91,10,1,1,1,10,1,6,2,2,1,70,1,2
ENG-Premier League,2425,Bournemouth,Remy Rees-Dottin,ENG,FW,18,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Bournemouth,Ryan Christie,SCO,MF,29,1995,23.5,1056,990,60,21,8,9,48,3,26,17,3,2,837,6,19
ENG-Premier League,2425,Bournemouth,Tyler Adams,USA,MF,25,1999,21.8,1069,1025,38,34,2,1,3,4,0,0,0,0,902,6,14
ENG-Premier League,2425,Bournemouth,Zain Silcott-Duberry,MSR,FW,19,2005,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
ENG-Premier League,2425,Brentford,Ben Mee,ENG,DF,34,1989,2.0,120,108,12,5,0,1,0,4,0,0,0,0,93,0,1
ENG-Premier League,2425,Brentford,Bryan Mbeumo,CMR,FW,24,1999,37.9,1319,1162,149,40,13,9,202,17,87,70,2,0,872,8,50
ENG-Premier League,2425,Brentford,Christian Nørgaard,DEN,MF,30,1994,31.3,1427,1391,30,19,4,5,17,10,0,0,0,0,1164,6,25
ENG-Premier League,2425,Brentford,Edmond-Paris Maghoma,ENG,"MF,FW",23,2001,1.3,84,83,1,1,0,0,3,0,0,0,0,0,76,0,2
ENG-Premier League,2425,Brentford,Ethan Pinnock,JAM,DF,31,1993,21.3,1080,954,126,15,0,0,9,39,0,0,0,0,924,0,8
ENG-Premier League,2425,Brentford,Fabio Carvalho,POR,"FW,MF",21,2002,5.1,178,163,14,4,2,0,10,1,7,3,0,0,126,1,7
ENG-Premier League,2425,Brentford,Frank Onyeka,NGA,MF,26,1998,0.3,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
ENG-Premier League,2425,Brentford,Gustavo Nunes,BRA,"FW,MF",18,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2425,Brentford,Hákon Valdimarsson,ISL,GK,22,2001,1.6,70,50,20,4,0,0,0,0,0,0,0,0,46,0,0
ENG-Premier League,2425,Brentford,Jayden Meghoma,ENG,DF,18,2006,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
ENG-Premier League,2425,Brentford,Keane Lewis-Potter,ENG,"DF,FW",23,2001,34.4,1273,1112,153,8,5,9,78,139,5,2,0,0,982,8,29
ENG-Premier League,2425,Brentford,Kevin Schade,GER,FW,22,2001,25.5,541,483,57,0,1,4,38,54,0,0,0,0,323,1,20
ENG-Premier League,2425,Brentford,Kim Jisoo,KOR,DF,19,2004,0.3,28,27,1,1,0,0,0,0,0,0,0,0,25,0,0
ENG-Premier League,2425,Brentford,Kristoffer Ajer,NOR,DF,26,1998,16.0,644,570,73,2,0,3,14,71,0,0,0,0,504,1,18
ENG-Premier League,2425,Brentford,Mads Roerslev,DEN,DF,25,1999,12.2,536,471,63,2,0,1,31,61,0,0,0,0,422,2,11
ENG-Premier League,2425,Brentford,Mark Flekken,NED,GK,31,1993,36.4,1717,1367,343,131,0,5,0,0,0,0,0,0,1254,7,0
ENG-Premier League,2425,Brentford,Mathias Jensen,DEN,MF,28,1996,9.6,486,404,78,15,2,5,33,44,14,11,0,0,363,4,7
ENG-Premier League,2425,Brentford,Michael Kayode,ITA,DF,20,2004,5.9,241,183,58,0,0,0,10,58,0,0,0,0,184,0,3
ENG-Premier League,2425,Brentford,Mikkel Damsgaard,DEN,"MF,FW",24,2000,32.3,1529,1368,153,33,27,5,144,9,60,53,0,0,1107,8,36
ENG-Premier League,2425,Brentford,Nathan Collins,IRL,DF,23,2001,38.0,1985,1897,83,69,3,6,8,11,0,0,0,0,1705,5,8
ENG-Premier League,2425,Brentford,Rico Henry,ENG,DF,27,1997,1.1,49,39,10,0,0,0,2,10,0,0,0,0,33,0,3
ENG-Premier League,2425,Brentford,Ryan Trevitt,ENG,MF,21,2003,0.0,7,6,0,0,0,0,0,0,0,0,0,0,4,1,1
ENG-Premier League,2425,Brentford,Sepp van den Berg,NED,DF,22,2001,28.7,1278,1177,100,18,0,2,7,61,0,0,0,0,1092,1,7
ENG-Premier League,2425,Brentford,Thiago,BRA,"FW,MF",23,2001,1.9,56,55,1,0,0,0,2,0,0,0,0,0,40,0,0
ENG-Premier League,2425,Brentford,Vitaly Janelt,GER,MF,26,1998,25.0,1057,1033,18,12,3,6,30,6,0,0,0,0,872,6,16
ENG-Premier League,2425,Brentford,Yehor Yarmoliuk,UKR,MF,20,2004,16.1,760,752,7,3,4,9,16,4,0,0,0,0,661,1,12
ENG-Premier League,2425,Brentford,Yoane Wissa,COD,FW,27,1996,32.4,588,552,33,4,5,1,20,2,1,0,0,0,450,3,23
ENG-Premier League,2425,Brentford,Yunus Emre Konak,TUR,"FW,MF",18,2006,0.5,36,35,1,0,0,0,0,1,0,0,0,0,26,0,1
ENG-Premier League,2425,Brighton,Adam Webster,ENG,DF,29,1995,9.9,725,650,73,30,0,3,2,0,0,0,0,0,636,2,5
ENG-Premier League,2425,Brighton,Bart Verbruggen,NED,GK,21,2002,36.0,1315,1164,145,62,0,0,0,0,0,0,0,0,1011,6,2
ENG-Premier League,2425,Brighton,Billy Gilmour,SCO,MF,23,2001,1.1,67,65,2,1,1,2,1,0,1,1,0,0,58,0,0
ENG-Premier League,2425,Brighton,Brajan Gruda,GER,"MF,FW",20,2004,7.6,251,211,40,7,2,2,29,10,17,8,7,1,187,0,3
ENG-Premier League,2425,Brighton,Carlos Baleba,CMR,MF,20,2004,29.6,1314,1289,23,10,7,3,9,3,0,0,0,0,1149,2,14
ENG-Premier League,2425,Brighton,Danny Welbeck,ENG,FW,33,1990,23.5,491,472,18,2,0,0,3,2,0,0,0,0,417,1,13
ENG-Premier League,2425,Brighton,Diego Gómez,PAR,MF,21,2003,5.7,302,283,19,2,4,2,12,1,6,2,3,0,243,0,9
ENG-Premier League,2425,Brighton,Eiran Cashin,IRL,DF,22,2001,0.2,28,28,0,0,0,0,1,0,0,0,0,0,23,0,0
ENG-Premier League,2425,Brighton,Evan Ferguson,IRL,FW,19,2004,2.7,58,52,5,0,0,0,0,0,0,0,0,0,43,1,1
ENG-Premier League,2425,Brighton,Ferdi Kadioglu,TUR,"DF,MF",24,1999,4.3,175,157,17,2,1,0,9,15,0,0,0,0,144,1,1
ENG-Premier League,2425,Brighton,Georginio Rutter,FRA,"MF,FW",22,2002,18.4,355,344,9,0,12,0,9,0,0,0,0,0,237,2,14
ENG-Premier League,2425,Brighton,Harry Howell,ENG,FW,15,2008,0.1,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
ENG-Premier League,2425,Brighton,Igor,BRA,DF,26,1998,10.7,730,680,48,12,3,4,4,11,0,0,0,0,671,2,5
ENG-Premier League,2425,Brighton,Jack Hinshelwood,ENG,"MF,DF",19,2005,20.5,1046,927,118,27,0,8,27,75,8,4,1,1,870,1,11
ENG-Premier League,2425,Brighton,Jakub Moder,POL,MF,25,1999,0.1,22,22,0,0,0,0,1,0,0,0,0,0,18,0,0
ENG-Premier League,2425,Brighton,James Milner,ENG,MF,38,1986,1.9,74,63,11,4,2,0,8,0,6,2,3,0,55,0,1
ENG-Premier League,2425,Brighton,Jan Paul van Hecke,NED,DF,24,2000,32.9,2286,2146,138,104,4,19,11,8,0,0,0,0,2016,2,7
ENG-Premier League,2425,Brighton,Jason Steele,ENG,GK,33,1990,2.0,112,104,8,6,0,0,0,0,0,0,0,0,101,0,0
ENG-Premier League,2425,Brighton,Jeremy Sarmiento,ECU,MF,22,2002,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
ENG-Premier League,2425,Brighton,João Pedro,BRA,"FW,MF",22,2001,21.6,661,631,26,5,10,3,22,9,4,0,0,0,482,4,20
ENG-Premier League,2425,Brighton,Joël Veltman,NED,DF,32,1992,18.9,929,756,170,42,2,3,24,128,0,0,0,0,745,3,21
ENG-Premier League,2425,Brighton,Julio Enciso,PAR,"MF,FW",20,2004,3.3,150,134,16,4,0,1,20,0,12,6,3,0,99,0,5
ENG-Premier League,2425,Brighton,Kaoru Mitoma,JPN,"FW,MF",27,1997,28.9,988,965,19,0,9,1,75,19,0,0,0,0,749,4,39
ENG-Premier League,2425,Brighton,Lewis Dunk,ENG,DF,32,1991,23.1,1953,1818,131,67,2,10,5,10,0,0,0,0,1778,4,7
ENG-Premier League,2425,Brighton,Mats Wieffer,NED,"DF,MF",24,1999,11.3,698,647,49,13,0,1,13,36,0,0,0,0,594,2,14
ENG-Premier League,2425,Brighton,Matt O'Riley,DEN,MF,23,2000,10.4,413,345,67,13,2,2,51,1,36,23,8,0,316,1,15
ENG-Premier League,2425,Brighton,Pervis Estupiñán,ECU,DF,26,1998,26.7,1610,1370,237,20,0,5,119,180,37,23,9,3,1338,3,28
ENG-Premier League,2425,Brighton,Simon Adingra,CIV,"FW,MF",22,2002,12.2,382,372,9,0,2,0,41,8,1,0,0,0,290,1,12
ENG-Premier League,2425,Brighton,Solly March,ENG,"FW,MF",30,1994,1.9,95,81,14,1,0,1,20,6,6,3,2,1,60,0,7
ENG-Premier League,2425,Brighton,Tariq Lamptey,GHA,DF,23,2000,9.6,413,346,66,5,0,1,28,60,1,1,0,0,335,1,6
ENG-Premier League,2425,Brighton,Yankuba Minteh,GAM,"FW,MF",20,2004,20.4,557,510,45,9,4,4,91,20,16,7,6,0,348,2,36
ENG-Premier League,2425,Brighton,Yasin Ayari,SWE,MF,20,2003,21.8,973,880,92,34,10,1,69,3,37,27,6,1,793,1,14
ENG-Premier League,2425,Chelsea,Axel Disasi,FRA,DF,26,1998,4.0,293,266,27,10,0,1,0,17,0,0,0,0,266,0,2
ENG-Premier League,2425,Chelsea,Benoît Badiashile,FRA,DF,23,2001,3.7,304,288,15,5,0,1,0,0,0,0,0,0,273,1,0
ENG-Premier League,2425,Chelsea,Christopher Nkunku,FRA,FW,26,1997,10.2,334,327,7,1,2,1,4,0,2,0,0,0,299,0,3
ENG-Premier League,2425,Chelsea,Cole Palmer,ENG,"MF,FW",22,2002,35.5,1480,1273,198,45,22,14,144,17,75,49,5,0,1140,9,48
